Hotel id,Primary Location Segment,Trend Segment
26141603,Urban,Lifestyle/Boutique
66726504,Urban,Lifestyle/Boutique
163332703,Resort,Extended Stay
80078103,Resort,Standard
301437703,Urban,Standard
235211404,Suburban,Standard
88126703,Resort,Wellness/Eco
31512705,Small Metro/Town,Standard
65129004,Interstate,Standard
13231803,Urban,Standard
2530704,Resort,Standard
170922004,Suburban,Lifestyle/Boutique
43242205,Suburban,Standard
22489206,Urban,Extended Stay
59106905,Urban,Standard
15435604,Urban,Lifestyle/Boutique
42593105,Urban,Standard
94588406,Urban,Extended Stay
136682003,Resort,Extended Stay
54194605,Resort,Standard
6769003,Small Metro/Town,Lifestyle/Boutique
338336503,Urban,Standard
120334905,Urban,Extended Stay
23473906,Resort,Standard
286052403,Resort,Lifestyle/Boutique
2627405,Small Metro/Town,Lifestyle/Boutique
1732805,Resort,Extended Stay
8271403,Suburban,Lifestyle/Boutique
341060003,Small Metro/Town,Lifestyle/Boutique
171763103,Resort,Lifestyle/Boutique
24011805,Urban,Extended Stay
109096805,Suburban,Work-From-Anywhere
66037203,Urban,Lifestyle/Boutique
361100304,Urban,Lifestyle/Boutique
11318803,Resort,Lifestyle/Boutique
18290004,Small Metro/Town,Wellness/Eco
261531603,Urban,Lifestyle/Boutique
108041205,Small Metro/Town,Standard
3802905,Small Metro/Town,Lifestyle/Boutique
117996605,Suburban,Extended Stay
9116705,Airport,Standard
42562705,Small Metro/Town,Standard
33815403,Urban,Standard
172520403,Small Metro/Town,Wellness/Eco
40796203,Small Metro/Town,Lifestyle/Boutique
205461704,Resort,Standard
55590405,Small Metro/Town,Lifestyle/Boutique
309303803,Urban,Extended Stay
36081706,Urban,Lifestyle/Boutique
6511703,Small Metro/Town,Standard
11161505,Urban,Lifestyle/Boutique
139662604,Small Metro/Town,Standard
198662304,Urban,Standard
11465505,Resort,Standard
298901203,Small Metro/Town,Extended Stay
6793703,Resort,Lifestyle/Boutique
257047703,Urban,Standard
16671104,Suburban,Lifestyle/Boutique
4260105,Resort,Wellness/Eco
27904204,Suburban,Standard
287697003,Resort,Standard
282679903,Urban,Standard
9697303,Suburban,Standard
215754104,Small Metro/Town,Wellness/Eco
118231204,Urban,Standard
84075005,Resort,Lifestyle/Boutique
29743503,Resort,Extended Stay
267147003,Suburban,Extended Stay
258237304,Suburban,Standard
4409205,Small Metro/Town,Standard
8325703,Small Metro/Town,Lifestyle/Boutique
130707504,Urban,Lifestyle/Boutique
173818103,Resort,Lifestyle/Boutique
11981105,Resort,Standard
29781804,Urban,Lifestyle/Boutique
384032604,Suburban,Lifestyle/Boutique
66294505,Resort,Lifestyle/Boutique
8458305,Resort,Lifestyle/Boutique
69586303,Small Metro/Town,Standard
6676403,Resort,Wellness/Eco
209864804,Resort,Wellness/Eco
48769705,Small Metro/Town,Wellness/Eco
345417003,Urban,Extended Stay
46944103,Resort,Lifestyle/Boutique
37489005,Suburban,Standard
352585504,Urban,Standard
3648505,Urban,Standard
211072004,Urban,Extended Stay
107980206,Small Metro/Town,Wellness/Eco
70970505,Suburban,Standard
6390103,Urban,Extended Stay
94714504,Small Metro/Town,Lifestyle/Boutique
81938604,Urban,Extended Stay
54637005,Small Metro/Town,Lifestyle/Boutique
189868804,Small Metro/Town,Extended Stay
175700203,Urban,Standard
178275404,Urban,Extended Stay
78267004,Small Metro/Town,Lifestyle/Boutique
39483904,Resort,Wellness/Eco
308729903,Small Metro/Town,Extended Stay
14742203,Small Metro/Town,Lifestyle/Boutique
38159503,Resort,Lifestyle/Boutique
40661303,Suburban,Standard
12097703,Resort,Standard
49263206,Suburban,Standard
3149405,Resort,Lifestyle/Boutique
18922104,Small Metro/Town,Lifestyle/Boutique
9469003,Resort,Lifestyle/Boutique
6921005,Small Metro/Town,Lifestyle/Boutique
287503,Urban,Standard
336641603,Resort,Extended Stay
26951603,Resort,Standard
24213505,Urban,Extended Stay
31753506,Urban,Extended Stay
42130203,Urban,Lifestyle/Boutique
60664103,Urban,Extended Stay
220728004,Urban,Extended Stay
217782304,Interstate,Standard
281435603,Resort,Standard
55569603,Urban,Lifestyle/Boutique
53442505,Urban,Wellness/Eco
51077506,Urban,Standard
63233505,Resort,Wellness/Eco
108085906,Resort,Lifestyle/Boutique
5369903,Suburban,Wellness/Eco
363572404,Urban,Lifestyle/Boutique
18775404,Small Metro/Town,Wellness/Eco
18571604,Urban,Lifestyle/Boutique
304061003,Small Metro/Town,Standard
81582805,Resort,Lifestyle/Boutique
4500105,Urban,Standard
147594604,Urban,Lifestyle/Boutique
387705004,Resort,Standard
61454606,Small Metro/Town,Lifestyle/Boutique
97557904,Small Metro/Town,Wellness/Eco
14699405,Urban,Lifestyle/Boutique
23862206,Urban,Standard
43648404,Resort,Standard
197501103,Resort,Work-From-Anywhere
54580303,Urban,Extended Stay
51619606,Resort,Standard
4895605,Urban,Standard
42080903,Urban,Standard
69008505,Resort,Lifestyle/Boutique
201553803,Urban,Extended Stay
79823603,Urban,Standard
16253304,Resort,Lifestyle/Boutique
5084605,Urban,Standard
18296204,Urban,Standard
37657806,Resort,Lifestyle/Boutique
395735504,Resort,Extended Stay
141691004,Urban,Standard
235104304,Resort,Lifestyle/Boutique
15473404,Small Metro/Town,Standard
21510105,Small Metro/Town,Standard
4542705,Resort,Wellness/Eco
41399404,Urban,Lifestyle/Boutique
19204304,Small Metro/Town,Standard
8178503,Resort,Standard
6093803,Suburban,Standard
172940903,Suburban,Work-From-Anywhere
281236403,Small Metro/Town,Standard
161452103,Resort,Wellness/Eco
253365103,Resort,Extended Stay
31401903,Urban,Lifestyle/Boutique
4932005,Urban,Wellness/Eco
163614503,Small Metro/Town,Lifestyle/Boutique
308768703,Resort,Extended Stay
266816203,Urban,Lifestyle/Boutique
177913704,Small Metro/Town,Lifestyle/Boutique
244690904,Urban,Standard
84179303,Urban,Standard
18581803,Small Metro/Town,Standard
99423603,Resort,Standard
47166706,Urban,Lifestyle/Boutique
108572706,Resort,Standard
395031304,Suburban,Extended Stay
327814403,Resort,Standard
193175804,Urban,Standard
107500606,Urban,Standard
4872605,Small Metro/Town,Wellness/Eco
7366403,Urban,Extended Stay
358400204,Urban,Extended Stay
386768904,Suburban,Work-From-Anywhere
211089404,Resort,Extended Stay
182304703,Small Metro/Town,Lifestyle/Boutique
16549404,Urban,Lifestyle/Boutique
263071704,Urban,Standard
54560903,Suburban,Standard
71666803,Resort,Extended Stay
34124904,Resort,Standard
600078832,Resort,Standard
120149505,Resort,Extended Stay
133210804,Resort,Standard
746603,Resort,Lifestyle/Boutique
220785204,Urban,Extended Stay
55889303,Small Metro/Town,Standard
11551004,Small Metro/Town,Lifestyle/Boutique
122718803,Urban,Standard
12372603,Suburban,Standard
49514403,Resort,Extended Stay
76693404,Resort,Wellness/Eco
254483304,Resort,Wellness/Eco
97065603,Suburban,Standard
8274403,Suburban,Standard
218634804,Urban,Lifestyle/Boutique
94608404,Resort,Lifestyle/Boutique
39804604,Urban,Standard
114532604,Urban,Standard
156676103,Resort,Standard
108953104,Urban,Extended Stay
209481204,Resort,Lifestyle/Boutique
31301505,Small Metro/Town,Lifestyle/Boutique
210735604,Suburban,Extended Stay
23471503,Resort,Lifestyle/Boutique
248492004,Resort,Extended Stay
35871903,Airport,Standard
328454203,Urban,Wellness/Eco
16708204,Resort,Extended Stay
72520804,Resort,Extended Stay
144197404,Airport,Standard
123369004,Urban,Standard
231135504,Small Metro/Town,Extended Stay
218751304,Resort,Standard
678703,Urban,Standard
95515104,Urban,Lifestyle/Boutique
12291403,Resort,Extended Stay
37895103,Urban,Standard
18721803,Urban,Lifestyle/Boutique
18936805,Urban,Lifestyle/Boutique
149735704,Resort,Extended Stay
973903,Urban,Lifestyle/Boutique
3980305,Urban,Standard
2102705,Urban,Standard
286670203,Suburban,Standard
56219605,Resort,Lifestyle/Boutique
28341505,Urban,Standard
33400503,Small Metro/Town,Lifestyle/Boutique
275431503,Suburban,Extended Stay
231329304,Urban,Extended Stay
5316205,Small Metro/Town,Standard
7697503,Resort,Extended Stay
56086404,Resort,Standard
23579006,Small Metro/Town,Standard
15853704,Suburban,Standard
225342304,Resort,Lifestyle/Boutique
11926105,Resort,Standard
194270704,Small Metro/Town,Standard
31147803,Interstate,Standard
10490303,Resort,Standard
40244604,Urban,Standard
7576103,Urban,Standard
263886803,Resort,Wellness/Eco
36884103,Resort,Standard
193022504,Urban,Extended Stay
4620105,Small Metro/Town,Standard
15684604,Resort,Wellness/Eco
18392904,Urban,Extended Stay
88844505,Suburban,Extended Stay
221404204,Resort,Extended Stay
2858205,Urban,Standard
25739406,Airport,Lifestyle/Boutique
67748404,Small Metro/Town,Standard
15901104,Resort,Standard
90757604,Urban,Standard
106090105,Resort,Lifestyle/Boutique
2845205,Urban,Lifestyle/Boutique
26477703,Small Metro/Town,Standard
16805304,Suburban,Standard
5493905,Urban,Lifestyle/Boutique
10948605,Urban,Standard
6618303,Small Metro/Town,Lifestyle/Boutique
42914204,Resort,Standard
23547006,Resort,Standard
310180503,Resort,Extended Stay
3997305,Small Metro/Town,Standard
7187603,Urban,Standard
118834905,Small Metro/Town,Standard
302909103,Resort,Lifestyle/Boutique
278661703,Urban,Extended Stay
170234804,Urban,Extended Stay
7889903,Urban,Lifestyle/Boutique
7178403,Suburban,Standard
10671505,Urban,Standard
60023705,Resort,Standard
63367206,Small Metro/Town,Standard
39845,Suburban,Standard
81283605,Urban,Standard
279864003,Resort,Standard
104411104,Suburban,Lifestyle/Boutique
279949903,Resort,Standard
172593003,Small Metro/Town,Extended Stay
23474506,Resort,Lifestyle/Boutique
26998506,Resort,Standard
47010606,Resort,Standard
1589805,Resort,Standard
52597606,Small Metro/Town,Wellness/Eco
19561004,Resort,Lifestyle/Boutique
374278303,Interstate,Work-From-Anywhere
38762206,Urban,Standard
93669603,Resort,Lifestyle/Boutique
154181004,Urban,Standard
188155403,Resort,Extended Stay
36429506,Suburban,Extended Stay
181515303,Resort,Lifestyle/Boutique
219568704,Resort,Extended Stay
22596006,Resort,Standard
56307005,Urban,Standard
176793504,Urban,Wellness/Eco
88554703,Resort,Standard
35887204,Urban,Standard
55223905,Urban,Wellness/Eco
17332305,Urban,Standard
49800804,Resort,Standard
52062403,Resort,Standard
116197105,Urban,Extended Stay
12159205,Resort,Lifestyle/Boutique
348419903,Suburban,Extended Stay
79578905,Resort,Extended Stay
93246004,Resort,Extended Stay
8832405,Small Metro/Town,Standard
162614403,Urban,Lifestyle/Boutique
180592903,Resort,Extended Stay
17652504,Suburban,Standard
311561303,Suburban,Extended Stay
13231703,Urban,Standard
271200803,Urban,Extended Stay
11855003,Resort,Extended Stay
1698005,Urban,Standard
156777403,Resort,Lifestyle/Boutique
10301705,Urban,Standard
238056204,Suburban,Standard
56941904,Resort,Lifestyle/Boutique
7207603,Resort,Standard
11498705,Resort,Standard
83482506,Urban,Lifestyle/Boutique
16615904,Urban,Standard
4417905,Urban,Standard
122583703,Small Metro/Town,Standard
58054905,Resort,Lifestyle/Boutique
21560105,Urban,Standard
50940,Suburban,Work-From-Anywhere
105145705,Small Metro/Town,Standard
62805406,Urban,Standard
55272703,Small Metro/Town,Lifestyle/Boutique
16945904,Resort,Lifestyle/Boutique
353564804,Urban,Extended Stay
53431605,Urban,Lifestyle/Boutique
7165603,Resort,Standard
188211403,Resort,Wellness/Eco
363659604,Airport,Standard
255108304,Resort,Standard
10821103,Resort,Lifestyle/Boutique
231800604,Urban,Lifestyle/Boutique
397227704,Urban,Standard
18418304,Urban,Extended Stay
22691106,Urban,Standard
79755606,Urban,Extended Stay
3389005,Urban,Standard
5533003,Interstate,Standard
31916204,Resort,Standard
63605604,Urban,Standard
40534706,Resort,Standard
25930203,Urban,Extended Stay
6766003,Urban,Standard
19037505,Resort,Lifestyle/Boutique
20577704,Suburban,Standard
763303,Suburban,Standard
3719905,Urban,Extended Stay
257820404,Urban,Extended Stay
8144103,Resort,Wellness/Eco
270556403,Resort,Extended Stay
237456604,Urban,Extended Stay
22752506,Resort,Standard
63133605,Urban,Standard
362454503,Urban,Extended Stay
20240204,Small Metro/Town,Lifestyle/Boutique
215120504,Urban,Extended Stay
16411104,Resort,Lifestyle/Boutique
62797204,Resort,Lifestyle/Boutique
87161003,Resort,Extended Stay
140492604,Resort,Wellness/Eco
78926805,Resort,Lifestyle/Boutique
18509304,Resort,Lifestyle/Boutique
54821503,Resort,Wellness/Eco
87081706,Resort,Extended Stay
22259506,Resort,Standard
341949803,Small Metro/Town,Lifestyle/Boutique
55095206,Resort,Extended Stay
119595204,Urban,Standard
93261706,Suburban,Lifestyle/Boutique
152821404,Small Metro/Town,Lifestyle/Boutique
10296903,Urban,Lifestyle/Boutique
90492604,Urban,Extended Stay
47178606,Small Metro/Town,Lifestyle/Boutique
6252903,Urban,Lifestyle/Boutique
212275604,Resort,Wellness/Eco
24549704,Urban,Lifestyle/Boutique
35912803,Suburban,Lifestyle/Boutique
274267103,Urban,Extended Stay
219827404,Resort,Wellness/Eco
7479703,Resort,Standard
195848503,Suburban,Wellness/Eco
274517203,Resort,Lifestyle/Boutique
27243204,Urban,Lifestyle/Boutique
8186403,Small Metro/Town,Lifestyle/Boutique
36202804,Resort,Wellness/Eco
62425204,Resort,Lifestyle/Boutique
54152705,Small Metro/Town,Standard
17725203,Urban,Lifestyle/Boutique
90715003,Small Metro/Town,Standard
22624506,Resort,Standard
180439104,Urban,Extended Stay
310703603,Urban,Extended Stay
22301806,Resort,Wellness/Eco
15957405,Resort,Lifestyle/Boutique
10039604,Resort,Standard
34819906,Small Metro/Town,Lifestyle/Boutique
17125904,Small Metro/Town,Lifestyle/Boutique
48114103,Small Metro/Town,Standard
4168705,Urban,Standard
132708704,Urban,Extended Stay
64529003,Suburban,Lifestyle/Boutique
106928906,Resort,Extended Stay
42010304,Resort,Wellness/Eco
7197303,Urban,Standard
29724203,Urban,Standard
128270504,Urban,Lifestyle/Boutique
26436904,Small Metro/Town,Standard
290769303,Urban,Lifestyle/Boutique
4990905,Resort,Standard
10357403,Urban,Standard
9475003,Airport,Standard
40871106,Urban,Lifestyle/Boutique
122815105,Small Metro/Town,Standard
238395504,Urban,Standard
345445404,Urban,Standard
99210105,Urban,Lifestyle/Boutique
19015803,Resort,Standard
94603404,Resort,Standard
3509805,Urban,Standard
129233503,Interstate,Standard
39863006,Urban,Lifestyle/Boutique
36429106,Resort,Lifestyle/Boutique
16955704,Resort,Standard
168914504,Urban,Lifestyle/Boutique
69887104,Airport,Standard
42041406,Urban,Lifestyle/Boutique
125579703,Resort,Extended Stay
15233004,Urban,Standard
5009405,Resort,Extended Stay
22624306,Resort,Standard
28669303,Small Metro/Town,Standard
118938305,Small Metro/Town,Standard
18138804,Urban,Extended Stay
129226904,Resort,Extended Stay
43273505,Small Metro/Town,Standard
4117805,Suburban,Extended Stay
172995203,Urban,Extended Stay
169886303,Resort,Extended Stay
68989706,Resort,Standard
94437203,Suburban,Extended Stay
246246604,Airport,Standard
171813303,Urban,Standard
6468603,Urban,Standard
284237303,Resort,Wellness/Eco
11090004,Urban,Standard
29680904,Resort,Standard
6237503,Resort,Extended Stay
321071603,Resort,Standard
20258505,Urban,Extended Stay
11523503,Urban,Lifestyle/Boutique
53848304,Urban,Extended Stay
56208805,Resort,Extended Stay
126390403,Resort,Standard
8019803,Urban,Extended Stay
252561704,Small Metro/Town,Lifestyle/Boutique
6277403,Urban,Standard
92797704,Small Metro/Town,Lifestyle/Boutique
356470404,Small Metro/Town,Standard
172837504,Resort,Extended Stay
39673803,Resort,Lifestyle/Boutique
251028104,Small Metro/Town,Standard
238336304,Suburban,Extended Stay
11437505,Resort,Extended Stay
10702505,Resort,Standard
500155269,Urban,Standard
15652204,Resort,Standard
46579805,Resort,Standard
4305205,Urban,Lifestyle/Boutique
154652703,Small Metro/Town,Wellness/Eco
171737203,Resort,Standard
42175406,Resort,Standard
125471204,Suburban,Lifestyle/Boutique
45950205,Small Metro/Town,Lifestyle/Boutique
1735705,Urban,Lifestyle/Boutique
48500005,Urban,Standard
258948603,Resort,Standard
16044704,Resort,Standard
36332903,Suburban,Standard
22357806,Resort,Standard
34838806,Resort,Standard
103352604,Urban,Standard
49239506,Urban,Lifestyle/Boutique
38498903,Resort,Standard
22744306,Urban,Wellness/Eco
264195704,Urban,Lifestyle/Boutique
73568704,Resort,Extended Stay
236113404,Suburban,Wellness/Eco
20500704,Urban,Standard
121568704,Suburban,Standard
665403,Urban,Wellness/Eco
96768003,Suburban,Standard
175715504,Urban,Standard
7919003,Urban,Standard
24860605,Resort,Standard
55111306,Resort,Extended Stay
7271703,Suburban,Standard
33655104,Urban,Standard
302044603,Small Metro/Town,Lifestyle/Boutique
396903804,Urban,Extended Stay
44003506,Urban,Standard
553103,Urban,Lifestyle/Boutique
55032705,Small Metro/Town,Standard
22407006,Urban,Standard
6124103,Suburban,Standard
28155606,Urban,Extended Stay
11904905,Resort,Standard
6466503,Suburban,Standard
79423206,Urban,Lifestyle/Boutique
400523104,Urban,Standard
249362604,Suburban,Wellness/Eco
316198404,Resort,Standard
193539904,Suburban,Extended Stay
25986103,Urban,Lifestyle/Boutique
17015604,Resort,Wellness/Eco
21810005,Urban,Standard
40805706,Resort,Standard
79814905,Resort,Standard
6135603,Resort,Standard
15353904,Small Metro/Town,Standard
105483704,Resort,Standard
30895003,Urban,Standard
113320804,Resort,Standard
18907505,Small Metro/Town,Standard
22189604,Resort,Standard
89825103,Urban,Standard
208192204,Urban,Extended Stay
112056604,Small Metro/Town,Lifestyle/Boutique
600484032,Urban,Standard
104297006,Interstate,Standard
12086203,Urban,Lifestyle/Boutique
141629004,Suburban,Standard
250932104,Suburban,Standard
194062604,Resort,Standard
176241303,Small Metro/Town,Lifestyle/Boutique
11266205,Resort,Work-From-Anywhere
20286404,Resort,Lifestyle/Boutique
46741804,Resort,Lifestyle/Boutique
98044105,Resort,Lifestyle/Boutique
313190303,Resort,Standard
29647303,Urban,Standard
93472504,Resort,Wellness/Eco
72463704,Small Metro/Town,Lifestyle/Boutique
249650603,Resort,Extended Stay
263279503,Small Metro/Town,Standard
15111804,Urban,Lifestyle/Boutique
50646305,Urban,Standard
253419003,Urban,Extended Stay
207684604,Resort,Standard
43163505,Urban,Lifestyle/Boutique
78105504,Suburban,Standard
16771104,Interstate,Standard
22572006,Urban,Standard
5203205,Interstate,Standard
365880504,Small Metro/Town,Standard
23964306,Small Metro/Town,Lifestyle/Boutique
37072806,Resort,Standard
295981703,Resort,Standard
8133603,Small Metro/Town,Lifestyle/Boutique
58889504,Urban,Lifestyle/Boutique
69663703,Resort,Extended Stay
118306604,Resort,Lifestyle/Boutique
50133205,Small Metro/Town,Standard
23683206,Airport,Standard
63605104,Resort,Wellness/Eco
48826506,Urban,Lifestyle/Boutique
63628705,Resort,Lifestyle/Boutique
184145603,Airport,Standard
1996005,Urban,Lifestyle/Boutique
58947404,Suburban,Standard
6132903,Urban,Lifestyle/Boutique
166865904,Urban,Extended Stay
91946104,Resort,Wellness/Eco
183845303,Resort,Extended Stay
7272103,Urban,Lifestyle/Boutique
189541803,Resort,Lifestyle/Boutique
10901705,Urban,Extended Stay
420103,Small Metro/Town,Lifestyle/Boutique
61996704,Small Metro/Town,Wellness/Eco
292630203,Resort,Wellness/Eco
42550005,Small Metro/Town,Standard
5489503,Small Metro/Town,Lifestyle/Boutique
216069204,Urban,Lifestyle/Boutique
22439506,Resort,Wellness/Eco
60919005,Urban,Standard
5540603,Small Metro/Town,Standard
3042805,Resort,Lifestyle/Boutique
40014804,Urban,Standard
3636605,Small Metro/Town,Lifestyle/Boutique
20601904,Resort,Extended Stay
294467003,Resort,Standard
19843504,Urban,Lifestyle/Boutique
19080804,Urban,Lifestyle/Boutique
30186704,Suburban,Lifestyle/Boutique
29480803,Small Metro/Town,Extended Stay
5397805,Urban,Standard
15136804,Suburban,Standard
7810103,Suburban,Standard
650503,Urban,Standard
20658104,Resort,Extended Stay
286662503,Resort,Lifestyle/Boutique
23119706,Airport,Standard
269239903,Urban,Lifestyle/Boutique
41955604,Urban,Extended Stay
80238506,Resort,Standard
23331403,Small Metro/Town,Extended Stay
194807703,Urban,Extended Stay
8114703,Interstate,Standard
106462305,Resort,Lifestyle/Boutique
44147405,Suburban,Standard
7930303,Urban,Standard
209140204,Urban,Lifestyle/Boutique
133662804,Urban,Lifestyle/Boutique
121561004,Urban,Standard
79640904,Resort,Standard
91074105,Resort,Standard
9904903,Suburban,Standard
27543704,Urban,Standard
63334604,Urban,Standard
22538906,Interstate,Standard
83070903,Resort,Standard
133644203,Urban,Standard
276168103,Urban,Extended Stay
381357004,Small Metro/Town,Standard
18735104,Resort,Standard
12898103,Urban,Standard
265416803,Resort,Standard
194811003,Small Metro/Town,Wellness/Eco
124687004,Urban,Lifestyle/Boutique
22490306,Resort,Standard
39600004,Resort,Standard
23946506,Urban,Standard
184611603,Urban,Standard
80820005,Small Metro/Town,Standard
152316804,Urban,Lifestyle/Boutique
12287503,Resort,Extended Stay
12375703,Resort,Extended Stay
18589504,Urban,Standard
49684606,Urban,Extended Stay
325691903,Urban,Standard
62630404,Suburban,Standard
42417705,Resort,Standard
80797204,Resort,Extended Stay
22466306,Urban,Standard
2616105,Urban,Standard
241544404,Suburban,Standard
260552703,Resort,Standard
57673903,Resort,Extended Stay
67212504,Resort,Lifestyle/Boutique
23307806,Urban,Extended Stay
190411104,Resort,Standard
79171506,Resort,Extended Stay
172994903,Urban,Standard
84905603,Urban,Extended Stay
56668405,Urban,Lifestyle/Boutique
42888706,Urban,Standard
35294604,Resort,Lifestyle/Boutique
59635004,Resort,Extended Stay
81761006,Urban,Extended Stay
16633604,Suburban,Extended Stay
126064505,Small Metro/Town,Standard
122373703,Urban,Standard
257076903,Urban,Standard
30098504,Resort,Wellness/Eco
16763004,Urban,Standard
286736803,Interstate,Standard
117285304,Small Metro/Town,Standard
127063503,Resort,Standard
337972004,Urban,Extended Stay
4418205,Urban,Standard
23440106,Resort,Standard
13975503,Resort,Standard
18939804,Suburban,Lifestyle/Boutique
5191305,Interstate,Standard
229433904,Urban,Standard
49436504,Urban,Lifestyle/Boutique
5009705,Urban,Standard
59194305,Urban,Standard
600319395,Urban,Lifestyle/Boutique
15609204,Resort,Standard
363236704,Small Metro/Town,Standard
236518804,Urban,Extended Stay
30629403,Resort,Extended Stay
8984805,Small Metro/Town,Lifestyle/Boutique
19545104,Interstate,Extended Stay
33183706,Resort,Standard
41142404,Small Metro/Town,Standard
264251003,Resort,Extended Stay
22386406,Urban,Standard
31130303,Urban,Lifestyle/Boutique
8289803,Small Metro/Town,Standard
185176204,Suburban,Extended Stay
34646206,Resort,Wellness/Eco
210924404,Resort,Lifestyle/Boutique
44899505,Resort,Wellness/Eco
168876003,Suburban,Standard
4516205,Small Metro/Town,Standard
45822504,Resort,Lifestyle/Boutique
90796304,Urban,Lifestyle/Boutique
273474803,Resort,Extended Stay
96805305,Urban,Extended Stay
297203,Suburban,Standard
41303404,Resort,Standard
48389204,Urban,Standard
52588805,Urban,Lifestyle/Boutique
194405103,Resort,Standard
49934804,Small Metro/Town,Standard
39122104,Resort,Extended Stay
7792903,Suburban,Extended Stay
82836504,Airport,Standard
34141904,Small Metro/Town,Standard
285452403,Suburban,Extended Stay
22674206,Resort,Extended Stay
96720403,Urban,Lifestyle/Boutique
23804306,Resort,Extended Stay
99618603,Urban,Lifestyle/Boutique
6754003,Urban,Lifestyle/Boutique
161848503,Small Metro/Town,Lifestyle/Boutique
42113406,Resort,Lifestyle/Boutique
348173004,Resort,Wellness/Eco
7432003,Suburban,Standard
8268303,Small Metro/Town,Lifestyle/Boutique
291264803,Resort,Lifestyle/Boutique
1980905,Urban,Standard
90726204,Urban,Standard
15722705,Urban,Lifestyle/Boutique
60335605,Small Metro/Town,Standard
130425903,Urban,Extended Stay
110065005,Resort,Extended Stay
10765703,Urban,Lifestyle/Boutique
92392505,Urban,Standard
262123704,Urban,Standard
141779803,Urban,Standard
111963604,Urban,Standard
61340705,Small Metro/Town,Lifestyle/Boutique
112634903,Small Metro/Town,Wellness/Eco
10619903,Resort,Standard
23670203,Small Metro/Town,Standard
190201904,Urban,Standard
22846906,Urban,Standard
173396003,Resort,Standard
107008806,Suburban,Extended Stay
127023203,Urban,Extended Stay
56517706,Urban,Lifestyle/Boutique
25487503,Small Metro/Town,Standard
9601703,Urban,Lifestyle/Boutique
7751603,Suburban,Lifestyle/Boutique
123943405,Resort,Extended Stay
16059803,Resort,Standard
11790705,Resort,Wellness/Eco
184500503,Urban,Extended Stay
15032504,Urban,Standard
392107304,Resort,Extended Stay
3762205,Urban,Standard
108578806,Urban,Standard
7534003,Urban,Standard
6331603,Urban,Lifestyle/Boutique
48617505,Resort,Lifestyle/Boutique
22185306,Resort,Standard
19886804,Urban,Standard
171807803,Urban,Standard
19164905,Suburban,Standard
90552905,Urban,Standard
21294006,Urban,Standard
36791103,Resort,Standard
53736705,Resort,Standard
30143305,Resort,Lifestyle/Boutique
33659803,Urban,Standard
15073204,Urban,Standard
7576303,Urban,Standard
350382903,Urban,Standard
104190605,Urban,Standard
68927206,Urban,Standard
15891104,Urban,Standard
81246606,Urban,Extended Stay
7165503,Small Metro/Town,Lifestyle/Boutique
107437603,Small Metro/Town,Standard
236705104,Urban,Lifestyle/Boutique
354742303,Resort,Wellness/Eco
305146103,Urban,Lifestyle/Boutique
26772504,Urban,Standard
15303604,Resort,Standard
86038306,Small Metro/Town,Lifestyle/Boutique
95145205,Suburban,Lifestyle/Boutique
42374106,Suburban,Standard
9879703,Urban,Lifestyle/Boutique
249000903,Resort,Extended Stay
166894604,Resort,Extended Stay
15189204,Small Metro/Town,Lifestyle/Boutique
166121603,Resort,Standard
48479706,Resort,Lifestyle/Boutique
15698304,Resort,Lifestyle/Boutique
59196603,Resort,Extended Stay
16482004,Resort,Lifestyle/Boutique
125885804,Suburban,Extended Stay
126369003,Small Metro/Town,Lifestyle/Boutique
94400104,Suburban,Standard
123351905,Urban,Extended Stay
22584806,Resort,Wellness/Eco
234061604,Resort,Extended Stay
92930004,Resort,Extended Stay
169040503,Interstate,Standard
60707605,Urban,Standard
261403703,Urban,Lifestyle/Boutique
45666904,Small Metro/Town,Standard
44452905,Urban,Extended Stay
177054703,Urban,Extended Stay
29367505,Resort,Standard
15312605,Small Metro/Town,Standard
12118903,Small Metro/Town,Standard
263060903,Resort,Extended Stay
337547803,Urban,Extended Stay
118463903,Resort,Standard
8266903,Suburban,Standard
23749706,Resort,Extended Stay
5457605,Small Metro/Town,Standard
600036554,Small Metro/Town,Standard
49051404,Urban,Lifestyle/Boutique
316215604,Resort,Standard
365603,Urban,Standard
76724203,Urban,Extended Stay
167351104,Resort,Lifestyle/Boutique
166095803,Urban,Extended Stay
7862203,Resort,Lifestyle/Boutique
22713206,Small Metro/Town,Standard
289989903,Small Metro/Town,Standard
226940904,Urban,Standard
2832705,Resort,Lifestyle/Boutique
152351904,Resort,Extended Stay
1737904,Interstate,Standard
22459306,Urban,Standard
30722603,Small Metro/Town,Work-From-Anywhere
88838305,Urban,Lifestyle/Boutique
37085406,Small Metro/Town,Standard
222433904,Airport,Standard
289445603,Resort,Wellness/Eco
143818104,Urban,Lifestyle/Boutique
55688005,Urban,Standard
82129305,Small Metro/Town,Standard
11930205,Resort,Wellness/Eco
59180804,Resort,Standard
237374604,Urban,Lifestyle/Boutique
66671804,Resort,Wellness/Eco
116506803,Resort,Extended Stay
92650905,Resort,Wellness/Eco
251871304,Small Metro/Town,Lifestyle/Boutique
345722404,Urban,Extended Stay
104275906,Resort,Extended Stay
220259404,Suburban,Extended Stay
6869804,Urban,Standard
18277904,Resort,Wellness/Eco
106480905,Urban,Lifestyle/Boutique
51448706,Suburban,Lifestyle/Boutique
